5450,32,1
5500,32,1
5550,32,1
5600,32,1
11584,74,1
11738,74,0
12277,32,0
13002,74,1
13141,74,0
13667,74,1
13822,74,0
14069,75,1
14254,75,0
14702,75,1
14811,75,0
15134,74,1
15242,74,0
15443,74,1
15598,74,0
15875,32,1
17267,74,1
17375,74,0
17515,32,0
17931,75,1
18070,75,0
18597,74,1
18782,74,0
19416,74,1
19524,74,0
19758,75,1
19866,75,0
20082,74,1
20190,74,0
20823,74,1
20931,74,0
21179,75,1
21319,75,0
21443,32,1
23239,32,0
24305,32,1
25741,74,1
25926,74,0
26389,75,1
26544,75,0
26838,32,0
27055,32,1
28230,74,1
28338,74,0
29221,74,1
29392,74,0
29873,32,0
29950,32,1
31804,74,1
31804,32,0
31912,74,0
32097,74,1
32236,74,0
32406,75,1
32591,75,0
32792,32,1
35634,74,1
35788,74,0
36157,74,1
36296,74,0
36696,74,1
36804,74,0
37036,65,1
37284,65,0
37392,32,0
38104,74,1
38211,74,0
38459,32,1
39479,74,1
39587,74,0
40545,74,1
40654,74,0
40824,32,0
41225,32,1
42619,74,1
42727,74,0
43392,74,1
43500,74,0
44087,74,1
44194,74,0
44302,32,0
44395,32,1
46947,68,1
47177,68,0
47208,32,0
47642,75,1
47812,75,0
48276,68,1
48492,68,0
49049,75,1
49204,75,0
49745,32,1
50829,74,1
50983,74,0
51820,32,0
51897,32,1
52702,74,1
52811,74,0
52920,75,1
53028,75,0
53986,75,1
54156,75,0
54681,32,0
55021,74,1
55130,74,0
55391,32,1
56456,74,1
56563,74,0
57104,32,0
57336,32,1
58431,32,0
58585,32,1
59294,74,1
59402,74,0
59619,74,1
59758,74,0
60270,75,1
60456,75,0
60641,32,0
60996,32,1
62124,32,0
62278,32,1
63874,65,1
64106,65,0
64508,32,0
65298,74,1
65438,74,0
65995,75,1
66180,75,0
66706,32,1
68099,74,1
68254,74,0
68764,75,1
68904,75,0
69490,74,1
69598,74,0
70151,75,1
70322,75,0
70910,74,1
70988,74,0
71312,74,1
71421,74,0
71606,75,1
71759,75,0
72083,32,0
72270,32,1
73444,74,1
73583,74,0
74093,74,1
74202,74,0
74464,32,0
74757,32,1
76516,75,1
76702,75,0
77244,32,0
77954,32,1
78819,32,0
79020,32,1
79469,32,0
80788,32,1
81853,74,1
81962,74,0
82920,74,1
83059,74,0
83385,32,0
83571,32,1
85023,74,1
85254,74,0
85718,74,1
85872,74,0
86134,32,0
86800,74,1
86938,74,0
87449,74,1
87589,74,0
87837,32,1
88131,32,0
88456,65,1
88673,65,0
89229,32,1
90695,75,1
90835,75,0
91390,65,1
91607,65,0
91684,32,0
92116,32,1
93506,68,1
93646,68,0
93862,68,1
94047,68,0
94557,32,0
94850,32,1
96349,74,1
96457,74,0
96829,32,0
97014,74,1
97169,74,0
123152,32,1
124217,74,1
124326,74,0
124914,74,1
125023,74,0
125935,68,1
126121,68,0
126663,32,0
127343,75,1
127451,75,0
128023,75,1
128176,75,0
128748,32,1
130279,74,1
130356,74,0
130912,75,1
131020,75,0
131607,65,1
131856,65,0
132596,32,0
133030,74,1
133138,74,0
133710,74,1
133848,74,0
134372,32,1
135501,75,1
135656,75,0
137217,65,1
137481,65,0
137851,32,0
138929,75,1
139145,75,0
139685,74,1
139794,74,0
140071,32,1
141416,74,1
141524,74,0
142158,74,1
142266,74,0
142916,74,1
142994,74,0
143240,74,1
143365,74,0
143939,74,1
144016,74,0
144279,74,1
144387,74,0
144788,32,0
144975,32,1
145532,32,0
145686,32,1
146734,74,1
146857,74,0
147150,74,1
147258,74,0
147878,74,1
147986,74,0
148574,68,1
148822,68,0
148867,32,0
149887,68,1
150072,68,0
150614,75,1
150769,75,0
151263,32,1
152394,74,1
152532,74,0
152749,74,1
152874,74,0
153446,74,1
153602,74,0
154004,32,0
154451,74,1
154590,74,0
155161,74,1
155300,74,0
155517,75,1
155702,75,0
156227,32,1
156660,32,0
156954,32,1
158008,74,1
158132,74,0
158241,75,1
158349,75,0
158411,75,1
158487,75,0
159801,65,1
160062,65,0
160139,32,0
161191,65,1
161408,65,0
161980,75,1
162119,75,0
162552,32,1
163760,74,1
163899,74,0
164085,74,1
164240,74,0
165510,68,1
165727,68,0
165774,32,0
166161,68,1
166407,68,0
166885,65,1
167072,65,0
167597,32,1
167782,32,0
168337,32,1
169419,68,1
169606,68,0
170054,68,1
170301,68,0
170671,32,0
170811,32,1
172556,75,1
172741,75,0
173297,74,1
173405,74,0
173544,32,0
173991,32,1
175009,74,1
175149,74,0
175412,75,1
175520,75,0
176184,32,0
176786,32,1
177961,74,1
178069,74,0
178208,75,1
178362,75,0
178933,74,1
179087,74,0
179196,32,0
180631,68,1
180818,68,0
180989,32,1
181282,32,0
181683,74,1
181869,74,0
183494,74,1
183634,74,0
183804,32,1
183990,32,0
184529,74,1
184637,74,0
185209,32,1
186199,65,1
186491,65,0
187338,65,1
187509,65,0
187876,32,0
188047,32,1
189697,32,0
189898,74,1
190007,74,0
190239,74,1
190378,74,0
190950,74,1
191058,74,0
191288,32,1
192354,74,1
192386,75,1
192432,74,0
192432,75,0
192680,75,1
192787,75,0
193158,75,1
193235,75,0
193745,75,1
193852,75,0
194735,32,0
195876,74,1
195984,74,0
196510,32,1
198626,68,1
198812,68,0
198997,32,0
199630,32,1
202323,65,1
202586,65,0
203390,32,0
203977,74,1
204085,74,0
204395,32,1
205013,74,1
205122,74,0
205556,74,1
205711,74,0
205742,32,0
205788,32,1
208339,32,0
