4950,74,1
5000,74,1
5033,74,1
5073,74,1
5104,74,0
5482,74,1
5554,74,0
5981,32,1
6690,32,0
6750,32,1
6800,32,1
6850,32,1
7840,74,1
7948,74,0
8164,32,0
8764,74,1
8903,74,0
9213,74,1
9367,74,0
9630,32,1
10543,32,0
10589,32,1
11623,74,1
11732,74,0
11871,32,0
12072,74,1
12119,32,1
12150,74,0
12366,32,0
12583,74,1
12753,74,0
13014,74,1
13169,74,0
13308,32,1
14080,32,0
14158,32,1
15071,32,0
15148,32,1
15873,74,1
15981,74,0
16089,74,1
16242,74,0
16412,32,0
16721,74,1
16828,74,0
17106,74,1
17262,74,0
18035,65,1
18188,65,0
19102,68,1
19242,68,0
20030,74,1
20184,74,0
20385,74,1
20524,74,0
20757,74,1
20896,74,0
21005,75,1
21114,75,0
21391,75,1
21561,75,0
21885,74,1
22008,74,0
22162,74,1
22348,74,0
22564,74,1
22718,74,0
22858,75,1
22965,75,0
23228,75,1
23399,75,0
23725,74,1
23864,74,0
24127,74,1
24312,74,0
24543,74,1
24698,74,0
24836,75,1
24944,75,0
25222,75,1
25407,75,0
25669,74,1
25809,74,0
26087,74,1
26225,74,0
26303,74,1
26442,74,0
26520,68,1
26704,68,0
26999,65,1
27137,65,0
27477,74,1
27616,74,0
27956,74,1
28095,74,0
28449,32,1
28620,32,0
28883,74,1
29023,74,0
29380,74,1
29520,74,0
29843,74,1
29982,74,0
30292,32,1
30477,32,0
30724,74,1
30909,74,0
31217,74,1
31357,74,0
31698,75,1
31852,75,0
31976,75,1
32161,75,0
32625,75,1
32732,75,0
32857,75,1
33011,75,0
33151,74,1
33290,74,0
33567,75,1
33722,75,0
34063,32,1
34217,32,0
34402,32,1
34588,32,0
34991,74,1
35144,74,0
35283,74,1
35423,74,0
35686,65,1
35872,65,0
36042,74,1
36151,74,0
36228,74,1
36337,74,0
36584,65,1
36738,65,0
36923,74,1
37062,74,0
37202,74,1
37371,74,0
37556,65,1
37710,65,0
37865,74,1
38004,74,0
38776,74,1
