4475,32,1
4614,32,0
5139,74,1
5278,74,0
5851,74,1
6006,74,0
6546,75,1
6701,75,0
7243,75,1
7398,75,0
8016,74,1
8169,74,0
8709,74,1
8849,74,0
9435,74,1
9466,75,1
9574,74,0
9621,75,0
10129,74,1
10160,75,1
10268,74,0
10314,75,0
10949,74,1
10980,75,1
11089,74,0
11135,75,0
11676,74,1
11707,75,1
11815,74,0
11861,75,0
12310,74,1
12341,75,1
12450,74,0
12450,75,0
12668,65,1
12884,65,0
13084,68,1
13253,68,0
13454,65,1
13670,65,0
13841,68,1
14026,68,0
14196,74,1
14196,75,1
14335,74,0
14412,75,0
14551,32,1
15942,74,1
15942,75,1
16050,74,0
16080,75,0
16158,32,0
16422,74,1
16422,75,1
16577,74,0
16577,75,0
16902,74,1
16948,75,1
17056,74,0
17087,75,0
17472,74,1
17503,75,1
17503,32,1
17626,74,0
17657,75,0
17657,32,0
17935,74,1
17966,75,1
17966,32,1
18074,74,0
18121,75,0
18121,32,0
18338,74,1
18369,75,1
18369,32,1
18478,74,0
18524,75,0
18524,32,0
18803,74,1
18834,75,1
18834,32,1
18942,74,0
18942,32,0
18989,75,0
19190,74,1
19221,75,1
19267,32,1
19345,74,0
19376,75,0
19376,32,0
19730,74,1
19761,75,1
19761,32,1
19870,74,0
19901,75,0
19901,32,0
20240,32,1
20287,74,1
20287,75,1
20426,74,0
20426,75,0
20426,32,0
20811,32,1
21476,74,1
21507,75,1
21662,74,0
21662,75,0
22065,74,1
22096,75,1
22204,74,0
22250,75,0
22542,74,1
22573,75,1
22682,74,0
22728,75,0
22836,32,0
23070,32,1
23256,32,0
23550,32,1
23797,32,0
23951,74,1
23982,75,1
24105,74,0
24105,75,0
24335,74,1
24381,75,1
24489,74,0
24489,75,0
24858,74,1
24889,75,1
24998,74,0
25044,75,0
25416,74,1
25447,75,1
25555,74,0
25555,75,0
25864,32,1
27254,74,1
27285,75,1
27362,32,0
27393,74,0
27408,75,0
27733,32,1
27918,32,0
28196,65,1
28335,65,0
28752,74,1
28799,75,1
28908,74,0
28938,75,0
29277,68,1
29416,68,0
29632,74,1
29663,75,1
29741,74,0
29771,75,0
29987,74,1
30018,75,1
30126,74,0
30126,75,0
30480,32,1
30850,32,0
31080,32,1
31188,68,1
31219,32,0
31373,68,0
31574,75,1
31620,74,1
31730,74,0
31761,75,0
32069,65,1
32069,32,1
32100,74,1
32100,75,1
32255,74,0
32286,65,0
32286,75,0
32286,32,0
32470,74,1
32470,75,1
32625,74,0
32625,75,0
32887,74,1
32918,75,1
33027,74,0
33027,75,0
33321,32,1
33554,32,0
33879,32,1
33910,65,1
34049,32,0
34065,65,0
34453,74,1
34483,75,1
34591,74,0
34591,75,0
34916,68,1
34994,32,1
35025,32,0
35056,68,0
35272,74,1
35303,75,1
35380,74,0
35412,75,0
35612,74,1
35612,75,1
35752,74,0
35752,75,0
36137,32,1
36324,32,0
36695,74,1
36742,75,1
36773,32,1
36804,68,1
36804,74,0
36913,75,0
36959,32,0
36990,68,0
37145,74,1
37145,75,1
37176,32,1
37191,65,1
37330,74,0
37330,75,0
37361,65,0
37361,32,0
38489,74,1
38520,75,1
38628,74,0
38628,75,0
38969,74,1
38969,75,1
39109,74,0
39109,75,0
39465,74,1
39512,75,1
39620,74,0
39650,75,0
40004,74,1
40036,75,1
40144,74,0
40190,75,0
40531,74,1
40578,75,1
40686,74,0
40717,75,0
40779,32,1
40932,32,0
40994,74,1
40994,75,1
41102,32,1
41148,74,0
41179,75,0
41210,32,0
41303,32,1
41457,32,0
41488,74,1
41488,75,1
41627,74,0
41673,75,0
41935,74,1
41935,75,1
42074,75,0
42090,74,0
42414,74,1
42414,75,1
42569,74,0
42600,75,0
42879,74,1
42910,75,1
43018,74,0
43064,75,0
43358,74,1
43358,75,1
43497,74,0
43543,75,0
43589,32,1
43728,32,0
44036,74,1
44036,75,1
44175,74,0
44222,75,0
44237,32,1
44314,32,0
44639,74,1
44639,75,1
44747,32,1
44778,74,0
44809,75,0
44809,32,0
45211,74,1
45241,75,1
45365,74,0
45396,75,0
45751,74,1
45798,75,1
45906,74,0
45906,75,0
46202,74,1
46248,75,1
46356,74,0
46387,75,0
46433,32,1
46541,32,0
46634,74,1
46665,75,1
46742,32,1
46773,74,0
46820,75,0
46851,32,0
46928,32,1
46959,75,1
46975,74,1
47038,32,0
47084,74,0
47084,75,0
47517,74,1
47517,32,1
47547,75,1
47625,74,0
47625,32,0
47656,75,0
48040,74,1
48072,75,1
48149,32,1
48179,74,0
48226,75,0
48289,32,0
48583,74,1
48614,75,1
48721,74,0
48721,75,0
49044,74,1
49090,75,1
49152,74,0
49198,75,0
49198,32,1
49307,32,0
49384,74,1
49384,32,1
49415,75,1
49492,74,0
49492,32,0
49523,75,0
49817,32,1
50513,74,1
50513,75,1
50652,74,0
50652,75,0
50652,32,0
50837,74,1
50868,75,1
50946,74,0
50977,75,0
51209,74,1
51255,75,1
51363,74,0
51394,75,0
51858,32,1
52075,32,0
52214,74,1
52261,75,1
52369,74,0
52400,75,0
52741,32,1
52772,74,1
52772,75,1
52850,32,0
52896,74,0
52927,75,0
52989,74,1
52989,75,1
53098,74,0
53129,75,0
53175,74,1
53222,75,1
53283,74,0
53299,75,0
53345,32,1
53562,32,0
53624,74,1
53670,75,1
53701,32,1
53778,74,0
53809,75,0
53809,32,0
54025,74,1
54072,75,1
54180,74,0
54180,32,1
54210,75,0
54289,32,0
54646,32,1
55047,32,0
55093,74,1
55139,75,1
55248,74,0
55279,75,0
55448,74,1
55448,75,1
55603,74,0
55603,75,0
55774,32,1
55912,32,0
56021,32,1
56128,74,1
56128,75,1
56128,32,0
56237,74,0
56268,75,0
56855,75,1
56886,74,1
56886,32,1
56995,75,0
57011,74,0
57011,32,0
57211,75,1
57243,32,1
57258,74,1
57366,74,0
57366,75,0
57366,32,0
57598,74,1
57644,75,1
57644,32,1
57752,74,0
57752,75,0
57782,32,0
58230,32,1
58958,74,1
58958,75,1
59112,74,0
59112,75,0
59327,74,1
59358,75,1
59480,74,0
59511,75,0
59759,74,1
59759,75,1
59882,74,0
59913,75,0
60100,74,1
60100,75,1
60239,74,0
60239,75,0
60456,74,1
60503,75,1
60611,74,0
60611,75,0
60750,74,1
60796,75,1
60904,74,0
60935,75,0
61044,32,0
80866,32,1
81020,32,0
81175,74,1
81221,75,1
81329,74,0
81329,75,0
81468,75,1
81499,74,1
81608,74,0
81608,32,1
81639,75,0
81748,32,0
81887,32,1
81933,74,1
81933,75,1
82042,74,0
82042,32,0
82072,75,0
82103,75,1
82180,74,1
82180,32,1
82289,74,0
82289,75,0
82289,32,0
82398,74,1
82444,75,1
82444,32,1
82506,74,0
82521,32,0
82552,75,0
82690,32,1
82721,75,1
82737,74,1
82799,32,0
82845,74,0
82876,75,0
82938,32,1
82969,74,1
82969,75,1
83046,74,0
83046,32,0
83078,75,0
83140,32,1
83249,32,0
83326,32,1
83683,74,1
83683,75,1
83792,74,0
83792,75,0
83977,65,1
84162,32,0
84239,65,0
84301,74,1
84332,75,1
84332,32,1
84440,74,0
84440,75,0
84487,65,1
84549,74,1
84549,75,1
84657,74,0
84657,75,0
84703,32,0
84812,74,1
84812,75,1
84890,65,0
84890,74,0
84921,75,0
84937,32,1
84967,68,1
85014,75,1
85123,75,0
85154,32,0
85185,68,0
85263,74,1
85309,75,1
85417,68,1
85417,74,0
85417,32,1
85448,75,0
85525,68,0
85525,74,1
85525,75,1
85525,32,0
85633,74,0
85633,75,0
85649,32,1
85680,68,1
85789,68,0
85789,74,1
85789,32,0
85835,75,1
85943,74,0
85943,75,0
86082,65,1
86113,32,1
86268,65,0
86268,32,0
86329,74,1
86376,75,1
86485,74,0
86485,75,0
86592,32,1
87954,74,1
87954,75,1
88062,74,0
88093,75,0
88170,32,0
88310,32,1
88341,74,1
88387,75,1
88418,74,0
88418,75,0
88527,32,0
88588,74,1
88635,75,1
88696,74,0
88742,75,0
88958,32,1
89174,32,0
89313,32,1
90010,74,1
90010,75,1
90118,74,0
90118,75,0
90257,75,1
90272,74,1
90411,74,0
90411,75,0
90596,68,1
90782,68,0
90782,32,0
90875,32,1
91014,68,1
91169,68,0
91462,65,1
91600,65,0
91755,32,0
91817,75,1
91817,32,1
91848,74,1
91925,74,0
91925,75,0
92249,32,0
92296,32,1
92806,74,1
92837,65,1
92837,75,1
92944,74,0
92960,75,0
93053,65,0
93611,68,1
93797,68,0
93905,74,1
93936,75,1
94044,74,0
94044,75,0
94152,32,0
94246,32,1
94724,32,0
94739,32,1
94862,32,0
94909,32,1
94939,74,1
94939,75,1
95123,74,0
95123,75,0
95604,74,1
95604,75,1
95712,74,0
95742,75,0
96331,74,1
96331,75,1
96485,74,0
96485,75,0
96732,32,0
96748,32,1
97197,74,1
97197,75,1
97305,74,0
97336,75,0
97553,74,1
97553,75,1
97676,74,0
97708,75,0
97785,32,0
97862,32,1
98048,32,0
98110,32,1
98512,74,1
98512,75,1
98652,74,0
98652,75,0
98869,74,1
98915,75,1
98977,74,0
99054,75,0
99132,32,0
99209,32,1
99379,32,0
99410,32,1
99966,74,1
99966,75,1
99966,32,0
100105,75,0
100121,74,0
100260,74,1
100260,75,1
100307,32,1
100415,74,0
100415,32,0
100446,75,0
100553,32,1
100599,68,1
100738,32,0
100815,68,0
101186,65,1
101370,65,0
101974,32,1
102221,32,0
102298,74,1
102328,75,1
102436,74,0
102467,75,0
102622,32,1
102839,32,0
102931,32,1
103070,74,1
103070,75,1
103070,32,0
103226,74,0
103226,75,0
103396,65,1
103396,32,1
103613,65,0
103613,32,0
103970,74,1
104016,75,1
104123,74,0
104154,75,0
104232,68,1
104232,32,1
104341,32,0
104418,68,0
104775,32,1
104822,74,1
104822,75,1
104930,74,0
104930,75,0
104930,32,0
105223,75,1
105254,74,1
105254,32,1
105332,74,0
105363,75,0
105378,32,0
105518,32,1
105564,74,1
105564,75,1
105672,74,0
105672,32,0
105703,75,0
